Title,Authors,Abstract,Funders,Language,DOI,Repository link,Publication date,Journal,Publisher,Pages,Subjects
"Adoption of multiple climate-smart agricultural practices in the Gangetic plains of Bihar, India","Aryal, J.P.; Jat, M.L.; Sapkota, T.; Khatri-Chhetri, A.; Kassie, M.; Rahut, D.B.; Maharjan, S.","Purpose: The adoption of climate-smart agricultural practices (CSAPs) is important for sustaining Indian agriculture in the face of climate change. Despite considerable effort by both national and international agricultural organizations to promote CSAPs in India, adoption of these practices is low. This study aims to examine the elements that affect the likelihood and intensity of adoption of multiple CSAPs in Bihar, India. Design/methodology/approach: The probability and intensity of adoption of CSAPs are analyzed using multivariate and ordered probit models, respectively. Findings: The results show significant correlations between multiple CSAPs, indicating that their adoptions are interrelated, providing opportunities to exploit the complementarities. The results confirm that both the probability and intensity of adoption of CSAPs are affected by numerous factors, such as demographic characteristics, farm plot features, access to market, socio-economics, climate risks, access to extension services and training. Farmers who perceive high temperature as the major climate risk factor are more likely to adopt crop diversification and minimum tillage. Farmers are less likely to adopt site-specific nutrient management if faced with short winters; however, they are more likely to adopt minimum tillage in this case. Training on agricultural issues is found to have a positive impact on the likelihood and the intensity of CSAPs adoption. Practical implications: The major policy recommendations coming from of our results are to strengthen local institutions (public extension services, etc.) and to provide more training on CSAPs. Originality/value: By applying multivariate and ordered probit models, this paper provides some insights on the long-standing discussions on whether farmers adopt CSAPs in a piecemeal or in a composite way.",,English,10.1108/IJCCSM-02-2017-0025,https://hdl.handle.net/10883/19620,2018,International Journal of Climate Change Strategies and Management,Emerald Publishing Limited,407-427,climate change adaptation; climate-smart agriculture; diversification; minimum tillage; site specific nutrient management; seeds; resistance varieties; climate-smart agricultural practices; crop diversification; stress-tolerant seed varieties
Base temperatures and degrees days development of 10 Mexican corn accessions,"Arista-Cortes, J.; Quevedo-Nolasco, A.; Zamora-Morales, B.P.; Bauer Mengelberg, J.R.; Sonder, K.; Lugo Espinosa, O.","The temperature variation of a place is a function of the elements and factors of the climate, which are altered to a greater or lesser extent by climate change, which is a challenge to determine the periods of thermal growth, optimum sowing for various crops by region. Based on the above, the objective of this study was to determine the base temperature (Tb) and the degree days development (GDD) of the sowing to flowering (male and female) for 10 accessions of corn that are protected in the Germplasm Bank of CIMMYT. The information was collected and analyzed (duration in days (t) of the periods of Sowing to Flowering and its respective average temperature) of different field experiments of the field stations (Agua Fria, Puebla and Tlaltizapan, Morelos) of the years 2008, 2009, 2011, 2012 and 2013. Which was adjusted to a linear model by linear regression between the development rate (1/t) and the average temperature of the period. The GDD were estimated by accession with the ratio 1/α where α is the parameter of the regression and Tb. The results indicate that Tb varied from 7.1 to 13 °C for male flowering and 5.4 to 12.1 °C for female flowering with an accumulation of GDD between 880 and 1696 male flowering and 1115 to 1860 female flowering, which allows to characterize the accessions evaluated in order of highest to lowest precocity: Chis337, Yuca91, Vera617, Yuca158, Yuca47, Vera616, Vera64, Vera623, Snlp277, Hida275, confirming that knowing the agroclimatic requirements of crops allows selecting regions that favor growth , development, reduction of losses and increase yields as well as preserving the genetic variability of the species",,English,10.29312/remexca.v9i5.1507,https://hdl.handle.net/10883/19616,2018,Revista Mexicana de Ciencias Agrícolas,INIFAP,1023-1033,maize; temperature; growth period; linear models; base temperature; degree days development; linear model
Conservation agriculture enhances resistance of maize to climate stress in a Malawian medium-term trial,"Steward, P.; Thierfelder, C.; Dougill, A.J.; Ivy Sichinga Ligowe","Smallholder farming in southern African needs climate-smart agricultural approaches to adapt to current climate stress and climate variability, and increasing risk of these under future global climate change. There are a range of climate-smart systems that have been proposed and conservation agriculture (CA) based on minimum soil disturbance, crop residue retention and crop rotation is one of them. A CA trial established in 2007 in Malawi was used during cropping -seasons 2015–2016 (El Niño) and 2016–2017 (La Niña) to assess the performance and resistance of different CA maize systems under climate-related stress at anthesis, a climate sensitive growth stage. Large in-situ rainout shelters were used to simulate increased daytime temperatures and in-season droughts of 18–19 days and 27 days. CA systems better resisted climate stress around anthesis than conventional tillage practices as CA systems showed greater resistance to drought than conventional practice. This was expressed by higher CA maize grain yields, biomass yields or harvest index under conditions of natural (El Niño) or 19 day simulated drought. However, under 27 day drought simulation the resistance benefit of CA was no-longer significant. Crop diversification improved the resistance of CA systems to climate stress, more so when diversification was over time (rotation) than in space (intercropping). In all years CA systems substantially outyielded conventional practice, this highlights the benefits of medium-term (eight years) CA management before the rainout shelter experiment started. Our results from natural and simulated drought conditions confirm that CA systems can increase adaptive capacity to an increased risk of climate stress associated with projected global climate change. We show that large-scale rainout shelters are a useful means of accelerating our understanding of how long-term agricultural management practices can enhance resistance to climate stresses.",,English,10.1016/j.agee.2018.07.009,https://hdl.handle.net/10883/19606,2019,"Agriculture, Ecosystems and Environment",Elsevier,95-104,zero tillage; heat stress; climate-smart agriculture; adaptation; rainout shelters; resistance
Harnessing genetic potential of wheat germplasm banks through impact-oriented-prebreeding for future food and nutritional security,"Singh, S.; Vikram, P.; Sehgal, D.; Burgueño, J.; Sharma, A.R.; Singh, S.K.; Sansaloni, C.; Joynson, R.; Brabbs, T.; Ortiz, C.; Solís Moya, E.; Velu, G.; Gupta, N.; Sidhu, H.S.; Basandrai, A.K.; Basandrai, D.; Ledesma-Ramires, L.; Suaste-Franco, M.P.; Fuentes Dávila, G.; Ireta Moreno, J.; Sonder, K.; Vaibhav K. Singh; Sajid Shokat; Shokat, S.; Mian A. R. Arif; Khalil A. Laghari; Puja Srivastava; Bhavani, S.; Satish Kumar; Pal, D.; Jaiswal, J.P.; Kumar, U.; Harinder K. Chaudhary; Crossa, J.; Payne, T.S.; Imtiaz, M.; Sohu, V.S.; Singh, G.P.; Bains, N.; Hall, A.J.W.; Pixley, K.V.","The value of exotic wheat genetic resources for accelerating grain yield gains is largely unproven and unrealized. We used next-generation sequencing, together with multi-environment phenotyping, to study the contribution of exotic genomes to 984 three-way-cross-derived (exotic/elite1//elite2) pre-breeding lines (PBLs). Genomic characterization of these lines with haplotype map-based and SNP marker approaches revealed exotic specific imprints of 16.1 to 25.1%, which compares to theoretical expectation of 25%. A rare and favorable haplotype (GT) with 0.4% frequency in gene bank identified on chromosome 6D minimized grain yield (GY) loss under heat stress without GY penalty under irrigated conditions. More specifically, the ‘T’ allele of the haplotype GT originated in Aegilops tauschii and was absent in all elite lines used in study. In silico analysis of the SNP showed hits with a candidate gene coding for isoflavone reductase IRL-like protein in Ae. tauschii. Rare haplotypes were also identified on chromosomes 1A, 6A and 2B effective against abiotic/biotic stresses. Results demonstrate positive contributions of exotic germplasm to PBLs derived from crosses of exotics with CIMMYT’s best elite lines. This is a major impact-oriented pre-breeding effort at CIMMYT, resulting in large-scale development of PBLs for deployment in breeding programs addressing food security under climate change scenarios.",,English,10.1038/s41598-018-30667-4,https://hdl.handle.net/10883/19596,2018,Scientific Reports,Nature Publishing Group,,wheat; genetic resources; exotic breeds; yield factors; genetic markers
Facilitating change for climate-smart agriculture through science-policy engagement,"Dinesh, D.; Zougmore, R.B.; Vervoort, J.; Totin, E.; Thornton, P.; Solomon, D.; Shirsath, P.B.; Pede, V.O.; Lopez Noriega, I.; Laderach, P.; Korner, J.; Hegger, D.; Girvetz, E.; Friis, A.E.; Driessen, P.P.J.; Campbell, B.M.","Climate change impacts on agriculture have become evident, and threaten the achievement of global food security. On the other hand, the agricultural sector itself is a cause of climate change, and if actions are not taken, the sector might impede the achievement of global climate goals. Science-policy engagement efforts are crucial to ensure that scientific findings from agricultural research for development inform actions of governments, private sector, non-governmental organizations (NGOs) and international development partners, accelerating progress toward global goals. However, knowledge gaps on what works limit progress. In this paper, we analyzed 34 case studies of science-policy engagement efforts, drawn from six years of agricultural research for development efforts around climate-smart agriculture by the CGIAR Research Program on Climate Change, Agriculture and Food Security (CCAFS). Based on lessons derived from these case studies, we critically assessed and refined the program theory of the CCAFS program, leading to a revised and improved program theory for science-policy engagement for agriculture research for development under climate change. This program theory offers a pragmatic pathway to enhance credibility, salience and legitimacy of research, which relies on engagement (participatory and demand-driven research processes), evidence (building scientific credibility while adopting an opportunistic and flexible approach) and outreach (effective communication and capacity building).",,English,10.3390/su10082616,https://hdl.handle.net/10883/19579,2018,Sustainability,MDPI,2616,climate change; agriculture; agricultural research for development; adaptation; climate change mitigation; food security; climate-smart agriculture; science-policy interface; science-policy engagement
Sweet sorghum genotypes testing in the high latitude rainfed steppes of the North Kazakhstan (for feed and biofuel),"Zhapayev, R.; Iskandarova, K.; Toderich, K.; Paramonova, I.; Al-Dakheel, A.; Shoaib Ismail; Srinivasa Rao, P.; Aiman Omarova; Nekrasova, N.; Balpanov, D.; Ten, O.; Ramanculov, E.; Zelenskiy, Y.; Akhmetova, A.K.; Karabayev, M.","Twenty-eight sweet sorghum (Sorghum bicolor (L.) Moench) genotypes of the different ecological and geographic origins: Kazakhstan, Russia, India, Uzbekistan, and China were tested in the high latitude rainfed conditions of northern Kazakhstan. The genotypes demonstrated high biomass production (up to 100 t·ha-1 and more). The genotypes ripening to full reproductive seeds were selected for seed production and introduction in the northern Kazakhstan. Lactic acid bacteria Lactobacillus plantarum S-1, Streptococcus thermophilus F-1 and Lactococcus lactis F-4 essentially enhance the fermentation process, suppressing undesirable microbiological processes, reducing the loss of nutrient compounds, accelerating in 2 times maturation ensilage process and providing higher quality of the feed product.",,English,10.17265/2162-5263/2015.01.004,https://hdl.handle.net/10883/19530,2014,Journal of Environmental Science and Engineering B,David Publishing,25-30,sorghum bicolor; temperate zones; climate change mitigation; biomass; silage making; sweet sorghum; ecological testing; high latitude; ensiling
Excessive pruning and limited regeneration: are Faidherbia albida parklands heading for extinction in the Central Rift Valley of Ethiopia?,"Sida, T.S.; Baudron, F.; Dejene Adugna Deme; Motuma Tolera; Giller, K.E.","Scattered Faidherbia albida trees provide multiple ecological and production benefits across the Sahel. The intensive management and use of this important tree may impede its regeneration. Regeneration bottlenecks were explored and population dynamics modelled. On experimental plots in which seed of F. albida was sown, exposure to the first 2 months of dry season resulted in a quarter of seedling mortality. Exposure to season-long free grazing and browsing caused significantly greater seedling mortality. Results from monitoring 100 permanent plots scattered over the landscape showed that adult population density was 4.2 ± 0.3 (mean ± SE) trees ha?1 and dominated by old age classes. Sixty percent of the total population were older than 30 years. The mean density for juveniles was 1.4 ± 0.2 (mean ± SE) individuals ha?1. The annual rates of decline were 1.2%, 51.3%, and 63.2% for adults, seedlings, and saplings, respectively. Our model predicted that the F. albida population will start to decline within 1?2 decades to eventually fall below 1 tree ha?1 within 60 years under current management. The model highlighted that the limited seed source, caused by excessive pruning, was the main constraint for recruitment. Appropriate land management policy to ensure adequate seed production would avert current trends in decline of F. albida population.",,English,10.1002/ldr.2959,https://hdl.handle.net/10883/19529,2018,Land Degradation and Development,John Wiley and Sons,1623-1633,agrobiodiversity; climate change; faidherbia albida
IPM to control soil-borne pests on wheat and sustainable food production,"Dababat, A.A.; Erginbas Orakci, G.; Toumi, F.; Braun, H.J.; Morgounov, A.; Sikora, R.A.","Soil Borne Pathogens (SBPs) including the Heterodera species, cereal cyst nematode (CCN), Pratylenchus species, root lesion nematode and crown rot (CR) caused by Fusarium species, attack the roots of cereal crops resulting in a high yield loss and reduced grain quality and quantity. The damage caused by these diseases is accelerated in areas where water stress and monoculture practices dominate. Sustainable agriculture production of rain-fed crop exposed to drought, especially those growing under arid and semi-arid conditions, is being impacted by climate change due to hotter and drier soils. It is important to recognize that a plant's ability to secure adequate amounts of water is severely impacted by the destabilizing effects of nematodes and root rotting fungi on root architecture. Integrated crop health management approaches, using both modern cultivars with resistance/tolerance to these organisms, as well as, technologies that stimulate root health and growth coupled with modern nematode management strategies such as chemical, biological and cultural are needed for sustainable production in the ever-drier environments that are now a reality in many areas of the world. Resistance is environmentally friendly and biologically effective once identified. However, resistance has only been identified against one of the CCN species found in Turkey; Heterodera filipjevi. This resistance is not yet present in the varieties widely grown in the region. Therefore, alternative approaches to limit the damage caused by SBPs are needed. Extensive screening of wheat germplasm against SBPs has identified many moderately resistant germplasm in winter and spring wheat germplasm. However, CR remains a significant bottleneck in many wheat-growing areas around the world. Hundreds of wheat lines are screened annually for SBP at CIMMYT Turkey in collaboration with the Grains Research Development Corporation and many new moderately resistant to resistant lines have been identified. A number of these sources of resistance are new and previously unreported QTL's have been identified through association mapping. The new sources of resistance to the SBPs that may be useful for selecting parents and deploying resistance into elite germplasm adapted to regions where it is a problem. Nematologists, breeders and agronomists need to work together to find solution to the complex issues facing agricultural production and use multidisciplinary approaches to move forward in insuring food security for all. Recent research within the SBP program of the International Maize and Wheat Improvement Center (CIMMYT) has focused on germplasm screening, the potential of this germplasm as source of resistance, and how to incorporate the new sources of resistance into breeding programs. Breeding for resistance is particularly complicated and difficult when different species and pathotypes coexist in nature. Other current and future research will address the use of endophytic microorganisms and other cultural practices to the yield losses incurred by SBPs. There is currently insufficient breeding for resistance to SBPs due to a lack of expertise and recognition of SBPs as a factor limiting wheat production potential, inappropriate breeding strategies, slow screening processes, and increased research funding is required for a more holistic approach to plant health management.",,English,10.22268/AJPP-036.1.037044,https://hdl.handle.net/10883/19525,2018,Arab Journal of Plant Protection,Arab Society for Plant Protection,37-44,infectious diseases; wheat; soilborne organisms; disease control; soil pathogens; germplasm screening
Optimizing winter wheat resilience to climate change in rain fed crop systems of Turkey and Iran,"Lopes, M.; Royo, C.; Álvaro, F.; Sanchez-Garcia, M.; Ozer, E.; Ozdemir, F.; Karaman, M.; Roostaei, M.; Jalal Kamali, M.R.; Pequeno, D.N.L.","Erratic weather patterns associated with increased temperatures and decreasing rainfall pose unique challenges for wheat breeders playing a key part in the fight to ensure global food security. Within rain fed winter wheat areas of Turkey and Iran, unusual weather patterns may prevent attaining maximum potential increases in winter wheat genetic gains. This is primarily related to the fact that the yield ranking of tested genotypes may change from one year to the next. Changing weather patterns may interfere with the decisions breeders make about the ideotype(s) they should aim for during selection. To inform breeding decisions, this study aimed to optimize major traits by modeling different combinations of environments (locations and years) and by defining a probabilistic range of trait variations [phenology and plant height (PH)] that maximized grain yields (GYs; one wheat line with optimal heading and height is suggested for use as a testing line to aid selection calibration decisions). Research revealed that optimal phenology was highly related to the temperature and to rainfall at which winter wheat genotypes were exposed around heading time (20 days before and after heading). Specifically, later winter wheat genotypes were exposed to higher temperatures both before and after heading, increased rainfall at the vegetative stage, and reduced rainfall during grain filling compared to early genotypes. These variations in exposure to weather conditions resulted in shorter grain filling duration and lower GYs in long-duration genotypes. This research tested if diversity within species may increase resilience to erratic weather patterns. For the study, calculated production of a selection of five high yielding genotypes (if grown in five plots) was tested against monoculture (if only a single genotype grown in the same area) and revealed that a set of diverse genotypes with different phenologies and PHs was not beneficial. New strategies of progeny selection are discussed: narrow range of variation for phenology in families may facilitate the discovery and selection of new drought-resistant and avoidant wheat lines targeting specific locations.",,English,10.3389/fpls.2018.00563,https://hdl.handle.net/10883/19516,2018,Frontiers in Plant Science,Frontiers,,climate change; rainfall patterns; yield factors; resilience; adaptation; heading; low rainfall; reproductive stage; vegetative stage; within species diversity
"Nitrous oxide (N2O) flux responds exponentially to nitrogen fertilizer in irrigated wheat in the Yaqui Valley, Mexico","Millar, N.; Urrea, A.; Kahmark, K.; Shcherbar, I.; Robertson, G.; Ortiz-Monasterio, I.","The Yaqui Valley, one of Mexico's major breadbaskets, includes ?230,000 ha of cultivated, irrigated cropland, with two thirds of the area planted annually to spring wheat (Triticum turgidum). Nitrogen (N) fertilizer applications to wheat have doubled since the 1980s, and currently average around 300 kg N ha?1. Emissions of nitrous oxide (N2O), a potent greenhouse gas, increase following soil management activities, especially irrigation when N fertilizer is applied, and particularly when N fertilizer inputs exceed crop N requirements. Here we investigate trade?offs among N fertilizer inputs, spring wheat yields, and N2O emissions to inform management strategies that can mitigate N2O emissions without compromising yields, and link this to how farmers can generate carbon credits from N management to receive payment for more precise N use. We used static chambers to measure N2O fluxes from spring wheat at five N fertilizer rates (0, 80, 160, 240, and 280 kg N ha?1) during two growing seasons at CIMMYT in Ciudad Obregon, Sonora, Mexico. Average daily fluxes were between 1.9 ± 0.5 and 13.4 ± 2.8 g N2O-N ha?1, with lower emissions at N rates below those that maximized yield, and substantially higher emissions at N rates beyond maximum yield; this exponential response is consistent with crops in temperate regions. Results suggest that current average N fertilizer rates (300 kg N ha?1) are at least double economically optimum rates, resulting in low crop N use efficiency: 36?39% at higher N rates as compared to 50?57% for economically optimum rates. N fertilizer rate reductions to the economic optimum rates here (123 and 145 kg N ha?1 in 2013 and 2014, respectively) could have avoided N2O emissions equivalent to 0.5 to 0.8 Mg CO2e ha?1 yr?1 or, regionally, 84?138 Gg CO2e yr?1 without harming yields. Insofar as fertilizer use in Yaqui Valley is likely similar to high-productivity irrigated cereal systems elsewhere, our results provide evidence for a global triple-win scenario: large reductions in agricultural GHG emissions, increased farmer income, and continued high productivity.",,English,10.1016/j.agee.2018.04.003,https://hdl.handle.net/10883/19498,2018,"Agriculture, Ecosystems and Environment",Elsevier Masson,125-132,nitrous oxide; nitrogen fertilizers; climate change mitigation; greenhouse gases; irrigation; carbon market; greenhouse gas
Sub-Saharan African maize-based foods: technological perspectives to increase the food and nutrition security impacts of maize breeding programmes,"Ekpa, O.; Palacios-Rojas, N.; Kruseman, G.; Fogliano, V.; Linnemann, A.","The demand for maize in Sub-Saharan Africa will triple by 2050 due to rapid population growth, while challenges from climate change will threaten agricultural productivity. Most maize breeding programmes have focused on improving agronomic properties and have paid relatively little attention to postharvest qualities, thus missing important opportunities to increase the contribution to food and nutrition security. This paper considers current and potential food uses of maize in Africa and proposes six objectives to enhance the contribution of maize breeding programmes to food and nutrition security: (1) enhance nutrient density; (2) enhance suitability for use in bread and snacks; (3) improve characteristics for consumption as green maize; (4) improve characteristics that enhance the efficiency of local processing; (5) reduce waste by maximising useful product yield and minimising nutrient losses; (6) reduce the anti-nutrient content of grain.",,English,10.1016/j.gfs.2018.03.007,https://hdl.handle.net/10883/19492,2018,Global Food Security,Elsevier,48-56,maize; plant breeding; supply chains; consumer behaviour; maize based foods; maize breeding; maize value chain; consumer preferences
Multi-objective land use allocation modelling for prioritizing climate-smart agricultural interventions,"Dunnett, A.; Shirsath, P.B.; Aggarwal, P.K.; Thornton, P.; Joshi, P.K.; Pal, B.D.; Khatri-Chhetri, A.; Ghosh, J.","Climate-smart interventions in agriculture have varying costs and environmental and economic impacts. Their implementation requires appropriate investment decisions by policy makers that are relevant for current as well as future scenarios of agro-ecology, climate and economic development. Decision support tools are therefore needed to assist different stakeholders to prioritize and hence implement appropriate strategic interventions. These interventions transform agriculture ecosystems to climate-resilient, adaptive and efficient. This paper outlines the mathematical modelling framework of one such, the Climate Smart Agricultural Prioritization (CSAP) toolkit. This toolkit employs a dynamic, spatially-explicit multi-objective optimization model to explore a range of agricultural growth pathways coupled with climate-adaptation strategies to meet agricultural development and environmental goals. The toolkit consists of three major components: (i) land evaluation including assessment of resource availability, land suitability, yield and input-output estimation for all promising crop production practices and technologies for key agro-ecological units; (ii) formulation of scenarios based on policy views and development plans; and (iii) land-use optimization in the form of linear programming models. Climate change and socio-economic drivers condition the land evaluation, technological input-output relations, and specification of optimization objectives that define modelled scenarios. By integrating detailed bottom-up biophysical, climate impact and agricultural-emissions models, CSAP is capable of supporting multi-objective analysis of agricultural production goals in relation to food self-sufficiency, incomes, employment and mitigation targets, thus supporting a wide range of analyses ranging from food security assessment to environmental impact assessment to preparation of climate smart development plans.",,English,10.1016/j.ecolmodel.2018.04.008,https://hdl.handle.net/10883/19491,2018,Ecological Modelling,Elsevier,23-35,climate-smart agriculture; climate change; adaptation; prioritization; mitigation; optimization
Temperature-dependent phenology of Plutella xylostella (Lepidoptera: Plutellidae): simulation and visualization of current and future distributions along the Eastern Afromontane,"Ngowi, B.V.; Tonnang, H.; Mwangi, E.M.; Johansson, T.; Ambale, J.; Ndegwa, P.N.; Sevgan, S.","There is a scarcity of laboratory and field-based results showing the movement of the diamondback moth (DBM) Plutella xylostella (L.) across a spatial scale. We studied the population growth of the diamondback moth (DBM) Plutella xylostella (L.) under six constant temperatures, to understand and predict population changes along altitudinal gradients and under climate change scenarios. Non-linear functions were fitted to continuously model DBM development, mortality, longevity and oviposition. We compiled the best-fitted functions for each life stage to yield a phenology model, which we stochastically simulated to estimate the life table parameters. Three temperature-dependent indices (establishment, generation and activity) were derived from a logistic population growth model and then coupled to collected current (2013) and downscaled temperature data from AFRICLIM (2055) for geospatial mapping. To measure and predict the impacts of temperature change on the pest’s biology, we mapped the indices along the altitudinal gradients of Mt. Kilimanjaro (Tanzania) and Taita Hills (Kenya) and assessed the differences between 2013 and 2055 climate scenarios. The optimal temperatures for development of DBM were 32.5, 33.5 and 33°C for eggs, larvae and pupae, respectively. Mortality rates increased due to extreme temperatures to 53.3, 70.0 and 52.4% for egg, larvae and pupae, respectively. The net reproduction rate reached a peak of 87.4 female offspring/female/generation at 20°C. Spatial simulations indicated that survival and establishment of DBM increased with a decrease in temperature, from low to high altitude. However, we observed a higher number of DBM generations at low altitude. The model predicted DBM population growth reduction in the low and medium altitudes by 2055. At higher altitude, it predicted an increase in the level of suitability for establishment with a decrease in the number of generations per year. If climate change occurs as per the selected scenario, DBM infestation may reduce in the selected region. The study highlights the need to validate these predictions with other interacting factors such as cropping practices, host plants and natural enemies.",,English,10.1371/journal.pone.0173590,https://hdl.handle.net/10883/19485,2017,PLoS ONE,Public Library of Science,,plutella xylostella; climate change adaptation; tortricidae
Threats of tar spot complex disease of maize in the United States of America and its global consequences,"Mottaleb, K.A.; Loladze, A.; Sonder, K.; Kruseman, G.; San Vicente Garcia, F.M.","The emergence and spread of new crop diseases threatens the global food security situation. Phyllachora maydis, one of the three fungal pathogens involved in Tar Spot Complex (TSC) of maize, a disease native to Latin American countries, was detected for the first time in the United States of America (USA) in 2015. Although TSC has been previously reported to cause up to 50% of yield losses in maize in Latin America, the impact of P. maydis alone on maize yield is not known yet. However, there is a possibility that Monographella maydis, the second most important pathogen involved in TSC, would be introduced to the USA and would become associated with P. maydis and both pathogens could form the devastating complex disease in the country. The first objective of this study was to identify the TSC-vulnerable maize-producing regions across the USA by applying a climate homologue modeling procedure. The second objective was to quantify the potential economic impact of the disease on the maize industry in the USA. This study showed that even a 1% loss in maize production caused by the disease could potentially lead to a reduction in maize production by 1.5 million metric tons of grain worth US$231.6 million. Such production losses will affect not only the maize-related industries in the USA but also the food security in a number of low-income countries that are heavily dependent on US maize imports. This, in turn, may lead to increased poverty and starvation and, in some cases, to social unrest due to increased prices of maize-based staple foods. The study is intended to raise public awareness regarding potential TSC outbreaks and to develop strategies and action plans for such scenarios.",,English,10.1007/s11027-018-9812-1,https://hdl.handle.net/10883/19481,2019,Mitigation and Adaptation Strategies for Global Change,Springer Verlag,281–300,maize; biotic stress; climate change; food security; plant diseases; corn; tar spot complex; ex-ante impact; global impact; new plant diseases
Stay-green and associated vegetative indices to breed maize adapted to heat and combined Heat-Drought Stresses,"Cerrudo, D.; González Pérez, L.; Mendoza, A.; Trachsel, S.","The objective of this study was to assess the importance of stay-green on grain yield under heat and combined heat and drought stress and to identify the associated vegetative indices allowing higher throughput in order to facilitate the identification of climate resilient germplasm. Hybrids of tropical and subtropical adaptation were evaluated under heat and combined heat and drought stress in 2014 and 2015. Five weekly measurements with an airplane mounted multispectral camera starting at anthesis were used to estimate the area under the curve (AUC) for vegetation indices during that period; the indices were compared to the AUC (AUCSEN) for three visual senescence scores taken two, four, and six weeks after flowering and a novel stay-green trait (AUC for stay-green; AUCSG) derived from AUCSEN by correcting for the flowering date. Heat and combined heat and drought stress reduced grain yield by 53% and 82% (relative to non-stress trials reported elsewhere) for trials carried out in 2014 and 2015, respectively, going along with lower AUCSG in 2014. The AUCSG was consistently correlated with grain yield across trials and years, reaching correlation coefficients of 0.55 and 0.56 for 2014 and 2015, respectively. The AUC for different vegetative indices, AUCNDVI (rgGY = 0.62; rgAUCSG = 0.72), AUCHBSI (rgGY = 0.64; rgAUCSG = 0.71), AUCGRE (rgGY = 0.57; rgAUCSG = 0.61), and AUCCWMI (rgGY = 0.63; rgAUCSG = 0.75), were associated with grain yield and stay-green across experiments and years. Due to its good correlation with grain yield and stay-green across environments, we propose AUCNDVI for use as an indicator for stay-green and a long grain filling. The trait AUCNDVI can be used in addition to grain yield to identify climate-resilient germplasm in tropical and subtropical regions to increase food security in a changing climate",,English,10.3390/rs9030235,https://hdl.handle.net/10883/19360,2017,Remote Sensing,MDPI,1-13,maize; climate change; breeding; normalized difference vegetation index; cwmi; ndvi; gre; hsbi; stay-green
Assessing high-impact spots of climate change: spatial yield simulations with Decision Support System for Agrotechnology Transfer (DSSAT) model,"Eitzinger, A.; Laderach, P.; Rodriguez, B.; Fisher, M.; Beebe, S.; Sonder, K.; Schmidt, A.","Drybeans (Phaseolus vulgaris L.) are an important subsistence crop in Central America. Future climate change may threaten drybean production and jeopardize smallholder farmers’ food security. We estimated yield changes in drybeans due to changing climate in these countries using downscaled data from global circulation models (GCMs) in El Salvador, Guatemala, Honduras, and Nicaragua. We generated daily weather data, which we used in the Decision Support System for Agrotechnology Transfer (DSSAT) drybean submodel. We compared different cultivars, soils, and fertilizer options in three planting seasons.We analyzed the simulated yields to spatially classify high-impact spots of climate change across the four countries. The results show a corridor of reduced yields from Lake Nicaragua to central Honduras (10–38 % decrease). Yields increased in the Guatemalan highlands, towards the Atlantic coast, and in southern Nicaragua (10–41 % increase). Some farmers will be able to adapt to climate change, but others will have to change crops, which will require external support. Research institutions will need to devise technologies that allow farmers to adapt and provide policy makers with feasible strategies to implement them.",,English,10.1007/s11027-015-9696-2,https://hdl.handle.net/10883/19359,2017,Mitigation and Adaptation Strategies for Global Change,Springer Verlag,743-760,decision support systems; climate change; phaseolus vulgaris; food security; yield factors; simulation models; dssat drybean submodel; high impact spots; simulation modeling
Exploring the potential of household methodologies to strengthen gender equality and improve smallholder livelihoods: research in Malawi in maize-based systems,"Farnworth, C.; Stirling, C.; Chinyophiro, A.; Namakhoma, A.; Morahan, R.","Household methodologies (HHM) intervene directly in intra-household gender relations to strengthen overall smallholder agency and efficacy as economic agents and development actors. Strengthening women's agency is one mechanism for progressing towards collaborative, systemic farm management. It is expected this will contribute to improved farm resilience in the face of climate change, strengthen food and nutrition security, and improve other development indicators. HHM are built around a vision, gendered analysis of strengths, weaknesses, opportunities and threats (SWOT), an action plan, and indicators. Some HHM - including Gender Action Learning Systems (GALS), the focus of the research - use drawings making them easy to use for low-literate individuals. There is considerable evaluation report evidence of the efficacy of HHM in strengthening value chains, food security, and gender equality. However, this has yet to be complemented by a robust systematic evaluation of the methodology which includes non-intervention communities as controls. Here we report on the findings of a research study into GALS in Malawi where the National Smallholder Farmers' Association of Malawi (NASFAM) has been implementing GALS since 2013 with 4274 farmers (2821 women and 1453 men to May 2016). We held sex-disaggregated FGDs with 40 GALS households and 40 non-GALS households, all NASFAM members. Community profiles and a matrix activity focusing on task allocation, asset distribution, and expenditures by gender with 125 non-GALS and 135 GALS respondents were also conducted. Our analyses indicate a significant shift towards sharing of on-farm tasks and household tasks, and joint realization of the benefits from agricultural produce in GALS households. They are building up portfolios of assets including livestock, houses, ox-carts, and land, unlike non-GALS households. Respondents in GALS households, particularly de facto women-headed households, report an increase in social standing and participation in community life. In both GALS and non-GALS households, men and women agree that men continue to dominate marketing and are final decision-makers. However, financial transparency and intra-household agreement on expenditures characterize households with GALS participants.",,English,10.1016/j.jaridenv.2017.10.009,https://hdl.handle.net/10883/19351,2018,Journal of Arid Environments,Elsevier,53-61,gender; women's empowerment; maize; climate-smart agriculture; household methodologies; maize based systems
