Title,Subtitle,Author,Developing Country Author,ORCID,Publication Year,Series Name,Series Number,Publisher,Language,Record Type,Abstract,Source Publication,ISSN,DOI/WEB/URL,DOI Number,Full citation,Peer Reviewed - PR or Non-PR,Subject - keywords,Subject - author supplied keywords,Subject - country location,JEL Descriptors,IFPRI Descriptors,IFPRI Division,Access Rights,Creative Commons CC License,Creative Commons Dataentry,Related Documents,Associated data,Display Notes,Web link,PDF URL - outside IFPRI,IFPRI Publication Ranking,Research Initiatives,CGIAR Research Program,Reference URL
The new normal?,A tighter global agricultural supply and demand relation and its implications for food security,"Rosegrant, Mark W.; Tokgoz, Simla; Bhandary, Prapti",,"http://orcid.org/0000-0001-7031-3537 Bhandary, Prapti; http://orcid.org/0000-0002-9358-0491 Tokgoz, Simla; http://orcid.org/0000-0001-6371-6127 Rosegrant, Mark;",2013,American Journal of Agricultural Economics,,,English,Journal article,,American Journal of Agricultural Economics 95(2): 303-309,,http://dx.doi.org/10.1093/ajae/aas041,10.1093/ajae/aas041,,PR,Impact model; Food prices; food price crisis; Food markets; agricultural commodities; food security; Water scarcity; climate change,,ASIA; AFRICA,,IFPRI3; ISI; CRP2; GRP43,EPTD; PIM,Restricted,,,,,"According to Pascale Sabbagh, Senior Program Manager of Policies, Institutions and Markets (PIM), this research was supported by PIM",,,A,,"CGIAR Research Program on Policies, Institutions, and Markets (PIM)",http://cdm15738.contentdm.oclc.org/cdm/ref/collection/p15738coll5/id/3577
"The nexus across water, energy, land and food (WELF)",Potential for improved resource use efficiency?,"Ringler, Claudia; Bhaduri, Anik; Lawford, Richard",,"http://orcid.org/0000-0002-8266-0488 Ringler, Claudia;",2013,Current Opinion in Environmental Sustainability,,,English,Journal article,,Current Opinion in Environmental Sustainability 5(6): 617-624,,http://dx.doi.org/10.1016/j.cosust.2013.11.002,10.1016/j.cosust.2013.11.002,"Ringler, Claudia; Bhaduri, Anik; and Lawford, Richard. 2013. The nexus across water, energy, land and food (WELF): Potential for improved resource use efficiency? Current Opinion in Environmental Sustainability 5(6): 617-624. http://dx.doi.org/10.1016/j.cosust.2013.11.002",PR,Water; Land; Energy; Food; Climate change,,,,IFPRI3; ISI; GRP22; CRP5,EPTD,Restricted,,,,,,,,Not ranked,,"CGIAR Research Program on Water, Land and Ecosystems (WLE)",http://cdm15738.contentdm.oclc.org/cdm/ref/collection/p15738coll5/id/4188
The Philippines energy future and low-carbon development strategies,,"Mondal, Md. Hossain Alam; Rosegrant, Mark W.; Ringler, Claudia; Pradesha, Angga; Valmonte-Santos, Rowena",,"http://orcid.org/0000-0003-4553-7867 Mondal, Alam; http://orcid.org/0000-0001-6371-6127 Rosegrant, Mark; http://orcid.org/0000-0002-8266-0488 Ringler, Claudia; http://orcid.org/0000-0002-7969-7335 Pradesha, Angga; http://orcid.org/0000-0002-2069-4551 Valmonte-Santos, Rowena",2018,Energy,147(15),Elsevier,English,Journal article,"This paper presents an assessment of alternative, long-term energy supply and low-carbon strategies for the Philippine power sector from 2014 to 2040 using TIMES model. It examines the potential contribution of renewable energy to diversify the Philippine energy supply-mix to meet future electricity demands. The reference scenario compares the impact of four alternative policy goals: (1) carbon tax, (2) targeted renewable-based power generation, (3) limited coal share in supply-mix, and (4) renewables subsidy.",Energy 147(15): 142-154,,https://doi.org/10.1016/j.energy.2018.01.039,10.1016/j.energy.2018.01.039,"Mondal, Md. Hossain Alam; Rosegrant, Mark W.; Ringler, Claudia; Pradesha, Angga; and Valmonte-Santos, Rowena. 2018. The Philippines energy future and low-carbon development strategies. Energy 147(15): 142-154. https://doi.org/10.1016/j.energy.2018.01.039",PR,energy; optimization; climate change; renewable energy; energy demand; energy policies; fossil fuels; linear programming; energy resources,energy security; TIMES model,PHILIPPINES; SOUTH EAST ASIA; ASIA,,IFPRI3; ISI; CRP2; CRP5; CRP7; 1 Fostering Climate-Resilient and Sustainable Food Supply; Phil-EWF,EPTD; DSGD; PIM,Open Access,https://creativecommons.org/licenses/by/4.0/,https://creativecommons.org/licenses/by/4.0/,,,,,,A,,"CGIAR Research Programs on Policies, Institutions, and Markets (PIM); CGIAR Research Program on Water, Land and Ecosystems (WLE); CGIAR Research Program on Climate Change, Agriculture and Food Security (CCAFS)",http://cdm15738.contentdm.oclc.org/cdm/ref/collection/p15738coll5/id/6166
The role of climate in the trend and variability of Ethiopia's cereal crop yields,,"Yang, Meijian; Wang, Guiling; Ahmed, Kazi Farzan; Adugna, Berihun; Eggen, Michael; Atsbeha, Ezana; You, Liangzhi; Koo, Jawoo; Anagnostou, Emmanouil",,"http://orcid.org/0000-0001-7930-8814 You, Liangzhi; http://orcid.org/0000-0003-3424-9229 Koo, Jawoo",2020,Science of The Total Environment,723(June 2020),Elsevier,English,Journal article,,Science of The Total Environment 723(June 2020): 137893,0048-9697 ,https://doi.org/10.1016/j.scitotenv.2020.137893,10.1016/j.scitotenv.2020.137893,"Yang, Meijian; Wang, Guiling; Ahmed, Kazi Farzan; Adugna, Berihun; Eggen, Michael; Atsbeha, Ezana; You, Liangzhi; Koo, Jawoo; and Anagnostou, Emmanouil. 2020. The role of climate in the trend and variability of Ethiopia's cereal crop yields. Science of The Total Environment 723(June 2020): 137893. https://doi.org/10.1016/j.scitotenv.2020.137893",PR,crop yield; climate change; yields; cereals; models; irrigation,crop modeling; DSSAT; correlation coefficient; climate variables; distributed model,ETHIOPIA; EAST AFRICA; AFRICA SOUTH OF SAHARA; AFRICA;,,IFPRI3; CRP5; Capacity Strengthening; 1 Fostering Climate-Resilient and Sustainable Food Supply,EPTD,Restricted,,,,,,,,A*,,"CGIAR Research Program on Water, Land and Ecosystems (WLE)",http://cdm15738.contentdm.oclc.org/cdm/ref/collection/p15738coll5/id/7135
The role of crop production in the forest landscape restoration approach: Assessing the potential benefits of meeting the Bonn Challenge,,"De Pinto, Alessandro; Cenacchi, Nicola; Robertson, Richard D.; Kwon, Ho-Young; Thomas, Timothy S.; Koo, Jawoo; Begeladze, Salome; Kumar, Chetan",,"http://orcid.org/0000-0003-0327-494X De Pinto, Alex; http://orcid.org/0000-0003-1913-4263 Cenacchi, Nicola; http://orcid.org/0000-0001-5741-3867 Robertson, Richard; http://orcid.org/0000-0002-7951-8157 Thomas, Tim; http://orcid.org/0000-0003-3424-9229 Koo, Jawoo",2020,Frontiers in Sustainable Food Systems,,Frontiers,English,Journal article,"Existing approaches and methodologies that investigate effects of land degradation on food security vary greatly. Although a relatively rich body of literature that investigates localized experiences, geophysical, and socioeconomic drivers of land degradation, and the costs and benefits of avoiding land degradation already exists, less rigorously explored are the global effects of restoring degraded landscapes for the health of the land, the climate, and world food security. The current scale of land degradation is such that the problem can be meaningfully addressed only if local successes are upscaled and a large number of landowners and land managers implement restoration activities. Significant global efforts to address degradation exist, but studies that evaluate the global benefits of these efforts generally do not account for global market forces and the complex web of relationships that determine the effects of wide-scale restoration on production and food security. This paper provides important insights into how a full integration of crop production in restoration efforts could impact food production levels, food availability, forest carbon stocks, and Greenhouse gas emissions.",Frontiers in Sustainable Food Systems 4: 61,2571-581X ,https://doi.org/10.3389/fsufs.2020.00061,10.3389/fsufs.2020.00061,"De Pinto, Alessandro; Cenacchi, Nicola; Robertson, Richard D.; Kwon, Ho-Young; Thomas, Timothy S.; Koo, Jawoo; Begeladze, Salome; and Kumar, Chetan. 2020. The role of crop production in the forest landscape restoration approach: Assessing the potential benefits of meeting the Bonn Challenge. Frontiers in Sustainable Food Systems 4: 61. https://doi.org/10.3389/fsufs.2020.00061",PR,land degradation; climate change; forest landscape restoration; food security; crop production,bonn challenge,,,IFPRI3; CRP2; CRP7; 1 Fostering Climate-Resilient and Sustainable Food Supply,EPTD; PIM,Open Access,https://creativecommons.org/licenses/by/4.0/,https://creativecommons.org/licenses/by/4.0/,Project note http://ebrary.ifpri.org/cdm/ref/collection/p15738coll2/id/131488,,,,,Not ranked,,"CGIAR Research Programs on Policies, Institutions, and Markets (PIM); CGIAR Research Program on Climate Change, Agriculture and Food Security (CCAFS)",http://cdm15738.contentdm.oclc.org/cdm/ref/collection/p15738coll5/id/7229
"The role of risk in the context of climate change, land use choices and crop production: Evidence from Zambia",,"De Pinto, Alessandro; Smith, Vincent H.; Robertson, Richard D.",,"http://orcid.org/0000-0003-0327-494X De Pinto, Alex; http://orcid.org/0000-0001-5741-3867 Robertson, Richard",2019,Climate Research,79(1),Inter-Research Science Publisher,English,Journal article,"Most of the studies that investigate the impacts of climate change on agriculture have concentrated on the effects of changes in mean temperature and precipitation even though the importance of volatility and risk on farmers’ decision making is well documented. This study examines the empirical importance of the effects of risk associated with the impacts of climate change on farm land allocations and consequent effects on agricultural output in Zambia. We used a discrete-choice model consistent with a mean-variance utility function to model farm-level land allocations among alternative crops. Results indicate that risk-reducing decisions can reinforce crop shifts driven by climate change impacts on mean temperature and precipitation. While an analysis of the available per-capita daily nutrients reveals that farmers’ crop allocation choices can mitigate the negative effects of climate change, the opportunity cost of these decisions is explored through a simulation scenario in which yield variability is reduced to zero. Reduction of yield variability leads to land allocations that result in a sizable increase in total crop production and a significant increase in available per capita daily calories. Important conclusions can be derived from this analysis. First, the risk environment matters and should not be ignored. When the economic effects of climate change are considered, decision making under uncertainty and risk should be at the forefront of the problems that need to be addressed. Second, concentrating on farm-level effects of responses to climate change is not sufficient. To understand the economy-wide consequences of climate change, the aggregate effects of individual decisions should be assessed. Third, results indicate that increased efforts in risk management and in developing policies aimed at reducing risk can lead to significant positive outcomes for the nutritional status of low-income, food-insecure populations.",Climate Research 79(1): 39-53,0936-577X,https://doi.org/10.3354/cr01581,10.3354/cr01581,"De Pinto, Alessandro; Smith, Vincent H.; and Robertson, Richard D. 2019. The role of risk in the context of climate change, land use choices and crop production: Evidence from Zambia. Climate Research 79(1): 39-53. https://doi.org/10.3354/cr01581",PR,risk; climate change; land use; crop production; agriculture; climate change mitigation; volatility; land use change,Farmland crop allocation,ZAMBIA; SOUTHERN AFRICA; AFRICA SOUTH OF SAHARA; AFRICA,,IFPRI3; ISI; CRP2; CRP7; 1 Fostering Climate-Resilient and Sustainable Food Supply; GCAN,EPTD; PIM,Open Access,https://creativecommons.org/licenses/by/4.0/,https://creativecommons.org/licenses/by/4.0/,,,,,,B,,"CGIAR Research Programs on Policies, Institutions, and Markets (PIM); CGIAR Research Program on Climate Change, Agriculture and Food Security (CCAFS)",http://cdm15738.contentdm.oclc.org/cdm/ref/collection/p15738coll5/id/6913
Time management governs climate resilience and productivity in the coupled rice–wheat cropping systems of eastern India,,"Kishore, Avinash; McDonald, Andrew J.; Keil, Alwin; Srivastava, Amit; Craufurd, Peter; Kumar, Virender",,"http://orcid.org/0000-0003-4625-4922 Kishore, Avinash",2022,Nature Food,3,Nature Publishing Group,English,Journal article,"India will need to produce 30% more wheat by 2050, and these gains must principally come from intensification in eastern India where low productivity is common. Through a dense network of on-farm surveys for the rice–wheat system in this region, we show that contemporary wheat sowing dates have a central influence on achieved and attainable yields, superseding all other crop management, soil and varietal factors. We estimate that untapped wheat production potential will increase by 69% with achievable adjustments to wheat sowing dates without incurring undesirable trade-offs with rice productivity, irrigation requirements or profitability. Our findings also indicate that transformative gains in wheat yields are only possible in eastern India if rice and wheat are managed as a coupled system. Steps taken to ‘keep time’ through better management of the annual cropping calendar will pay dividends for food security, profitability and climate resilience now and as a foundation for adaptation to progressive climate change.",Nature Food 3: 542-551,2662-1355,https://doi.org/10.1038/s43016-022-00549-0,10.1038/s43016-022-00549-0,"Kishore, Avinash; McDonald, Andrew J.; Keil, Alwin; Srivastava, Amit; Craufurd, Peter; Kumar, Virender, et al. 2022. Time management governs climate resilience and productivity in the coupled rice–wheat cropping systems of eastern India. Nature Food 3: 542-551. https://doi.org/10.1038/s43016-022-00549-0",PR,wheat; intensification; surveys; rice; yields; crop management;soil; varieties; productivity; irrigation; profitability; food security; climate change,coupled system,INDIA; SOUTH ASIA; ASIA,,1 Fostering Climate-Resilient and Sustainable Food Supply; ISI; IFPRI3,SAR,Open Access,https://creativecommons.org/licenses/by/4.0/,https://creativecommons.org/licenses/by/4.0/,,,,,,A,,,http://cdm15738.contentdm.oclc.org/cdm/ref/collection/p15738coll5/id/8390
"Toward climate-smart agriculture in West Africa: a review of climate change impacts, adaptation strategies and policy developments for the livestock, fishery and crop production sectors",,"Zougmoré, Robert; Partey, Samuel; Ouédraogo, Mathieu; Omitoyin, Bamidele; Thomas, Timothy S.; Ayantunde, Augustine; Ericksen, Polly; Said, Mohammed; Jalloh, Abdulai","Omitoyin, Bamidele; Jalloh, Abdulai","http://orcid.org/0000-0002-7951-8157 Thomas, Tim",2016,Agriculture & Food Security,05:26:00,,English,Journal article,,Agriculture & Food Security 5:26,2048-7010,https://doi.org/10.1186/s40066-016-0075-3,10.1186/s40066-016-0075-3,"Zougmoré, Robert; Partey, Samuel; Ouédraogo, Mathieu; Omitoyin, Bamidele; Thomas, Timothy S.; Ayantunde, Augustine; Ericksen, Polly; Said, Mohammed; and Jalloh, Abdulai. 2016. Toward climate-smart agriculture in West Africa: a review of climate change impacts, adaptation strategies and policy developments for the livestock, fishery and crop production sectors. Agriculture & Food Security 5:26. https://doi.org/10.1186/s40066-016-0075-3",PR,food security; climate change; finance; livelihoods; fisheries; livestock; climate change adaptation; plant production,,WEST AFRICA; AFRICA SOUTH OF SAHARA; AFRICA,,IFPRI3; CRP7; DCA; A Ensuring Sustainable food production; E Building Resilience,EPTD,Open Access,https://creativecommons.org/licenses/by/4.0/,https://creativecommons.org/licenses/by/4.0/,,,,,,Not ranked,,"CGIAR Research Program on Climate Change, Agriculture and Food Security (CCAFS)",http://cdm15738.contentdm.oclc.org/cdm/ref/collection/p15738coll5/id/5610
"Trade, policy, and food security",,"Smith, Vincent H.; Glauber, Joseph W.",,"http://orcid.org/0000-0003-0284-439X Glauber, Joseph",2020,Agricultural Economics,51(1),International Association of Agricultural Economists (IAAE),English,Journal article,"Food insecurity is extensive throughout the world and hunger and malnutrition are expected to remain serious humanitarian and political concerns, both in the short term and for the foreseeable future, particularly in low income developing countries where many rural and urban households are both income and asset poor. In those countries, domestic agricultural production is expected to be especially vulnerable to the impacts of climate change over the next 30 years. Thus international markets for staple agricultural commodities, which have become increasingly important as sources of nutrition for both developing and developed countries over the past 60 years, are likely to become even more important in the future. Free trade policies allow countries to exploit their comparative advantages in economic activity, increasing average per capita incomes, longer term growth rates and a country's capacity to fund social safety nets for the poor. However, many countries abandoned those policies in favor of domestic protections in their efforts to mitigate the effects of short run food crises. The policy challenge is therefore to resolve the tension between optimal long run policies and short run initiatives to address food security concerns.",Agricultural Economics 51(1): 159-171,0169-5150 ,https://doi.org/10.1111/agec.12547,10.1111/agec.12547,"Smith, Vincent H.; and Glauber, Joseph W. 2020. Trade, policy, and food security. Agricultural Economics 51(1): 159-171. https://doi.org/10.1111/agec.12547",PR,trade; food security; nutrition; malnutrition; agricultural products; international trade; trade policies; climate change; developing countries; policies; poverty; agricultural production; markets; trade liberalization,agricultural commodities,WORLD,"Q17 Agriculture in International Trade; Q18 Agricultural Policy, Food Policy","IFPRI3; ISI; 3 Building Inclusive and Efficient Markets, Trade Systems, and Food Industry; IFPRIOA; CRP2",MTID; PIM,Open Access,,,,,#1 most-downloaded article in Agricultural Economics on Wiley Online Library in 2020,,,A,,"CGIAR Research Program on Policies, Institutions, and Markets (PIM)",http://cdm15738.contentdm.oclc.org/cdm/ref/collection/p15738coll5/id/6952
Transformative adaptation and implications for transdisciplinary climate change research,,"Hellin, Jon; Amarnath, Giriraj; Challinor, Andrew; Fisher, Eleanor; Girvetz, Evan; Guo, Zhe; Hodur, Janet; Loboguerro, Ana Maria; Pacillo, Grazia; Rose, Sabrina; Schutz, Tonya; Valencia, Lina; You, Liangzhi",,"https://orcid.org/0000-0003-2167-7881 Janet Hodur; http://orcid.org/0000-0002-5999-4009 Guo, Zhe; http://orcid.org/0000-0001-7930-8814 You, Liangzhi",2022,Environmental Research: Climate,1(1),IOP Publishing,English,Journal article,"The severity of the climate challenge requires a change in the climate response, from an incremental to a more far-reaching and radical transformative one. There is also a need to avoid maladaptation whereby responses to climate risk inadvertently reinforce vulnerability, exposure and risk for some sections of society. Innovative technological interventions are critical but enabling social, institutional and governance factors are the actual drivers of the transformative process. Bringing about this transformation requires inter- and transdisciplinary approaches, and the embracing of social equity. In this Perspective, we unpack what this means for agricultural research and, based on our collective experience, we map out a research agenda that weaves different research components into a holistic and transformative one. We do not offer best practice, but rather reflections on how agricultural research can more readily contribute to transformative adaptation, along with the personal and practical challenges of designing and implementing such an agenda.",Environmental Research: Climate 1(1): 023001,2752-5295,https://doi.org/10.1088/2752-5295/ac8b9d,10.1088/2752-5295/ac8b9d,"Hellin, Jon; Amarnath, Giriraj; Challinor, Andrew; Fisher, Eleanor; Girvetz, Evan; Guo, Zhe; Hodur, Janet; Loboguerro, Ana Maria; Pacillo, Grazia; Rose, Sabrina; Schutz, Tonya; Valencia, Lina; and You, Liangzhi. 2022. Transformative adaptation and implications for transdisciplinary climate change research. Environmental Research: Climate 1(1): 023001.  https://doi.org/10.1088/2752-5295/ac8b9d",PR,climate change; agricultural research; research; agricultural sciences; agricultural sector; vulnerability; food systems; sustainability; sustainable agriculture; sustainable development;  impact assessment,climate response; climate risk; climate justice; maladaptation; systems transformation; transformative adaptation; global climate goals; climate change policy; transdisciplinary collaboration,WORLD,,1 Fostering Climate-Resilient and Sustainable Food Supply; IFPRI3; ISI,CPA; EPTD,Open Access,https://creativecommons.org/licenses/by/3.0/,https://creativecommons.org/licenses/by/3.0/,,,,,,Not ranked,Climate Resilience,,http://cdm15738.contentdm.oclc.org/cdm/ref/collection/p15738coll5/id/8353
"Treatment of organic resources before soil incorporation in semi-arid regions improves resilience to El Niño, and increases crop production and economic returns",,"Smith, Jo; Nayak, Dali; Albanito, Fabrizio; Balana, Bedru; Black, Helaina; Boke, Shiferaw","Boke, Shiferaw; Dinato, Mengistu; Habte, Mulugeta; Lemma Argaw, Thomas; Moges, Awdenegest; Muluneh, Alemayehu; Tefera, Tewodros; Yakob, Getahun","https://orcid.org/0000-0002-7344-5743 Balana, Bedru",2019,Environment Research Letters,14(8),"IOP Publishing, Ltd",English,Journal article,"The use of limited organic resources to build resilience to drought in semi-arid regions was investigated using systems modelling. The study focused on Halaba in Ethiopia, drawing on biophysical and socio-economic data obtained from a survey of farms before, during and after the 2015/16 El Niño event. Using a simplified weather dataset to remove noise from weather fluctuations, a ten yearly El Niño was demonstrated to cause significant long-term degradation of soil, reducing crop yields by 9%–14% and soil carbon by 0.5%–4.1%; more frequent droughts would increase this impact. Farmers in Halaba usually apply manures to soils untreated. Counteracting the impact of El Niño on soil degradation is possible by increasing application of untreated manure, but would result in a small net cost due to loss of dung as fuel. By composting manure its recalcitrance increases, allowing soil degradation to be counteracted without cost. The best option investigated, in terms of both food and fuel security, for households with access to water and finances needed for anaerobic digestion (500–2000 US$), is to use manure to produce biogas and then apply the nutrient-rich bioslurry residue to the soil. This will result in a significant benefit of over 5000 US$ per decade from increased crop production and saved fuel costs. However, many households are limited in water and finances; in that situation, the much cheaper pyrolysis cook-stove (50 US$) can provide similar economic benefits without the need for water. The biochar residue from pyrolysis is highly recalcitrant, but pyrolysis results in loss of nutrients, so may result in lower yields than other uses of manures. This may be countered by using biochar to capture nutrients from elsewhere in the farm, such as from animal housing or compost pits; more work is needed to quantify the impact of treated biochar on crop yields.",Environmental Research Letters 14(8): 085004,1748-9326,https://doi.org/10.1088/1748-9326/ab2b1b,10.1088/1748-9326/ab2b1b,"Smith, Jo; Nayak, Dali; Albanito, Fabrizio; Balana, Bedru; Black, Helaina; Boke, Shiferaw; et al. 2019. Treatment of organic resources before soil incorporation in semi-arid regions improves resilience to El Niño, and increases crop production and economic returns. Environmental Research Letters 14(8): 085004. https://doi.org/10.1088/1748-9326/ab2b1b",PR,resilience; soil degradation; composts; biochar; El Nino; drought; climate change; fertilizers; organic fertilizers; crop production; returns; crop yield; nutrient availability (soil),organic resource use; bioslurry,ETHIOPIA; EAST AFRICA; AFRICA SOUTH OF SAHARA; AFRICA,,IFPRI3; DCA; Capacity Strengthening,DSGD,Open Access,https://creativecommons.org/licenses/by/3.0/,https://creativecommons.org/licenses/by/3.0/,,,,http://www.ifpri.org/publication/treatment-organic-resources-soil-incorporation-semi-arid-regions-improves-resilience-el,,Not ranked,,,http://cdm15738.contentdm.oclc.org/cdm/ref/collection/p15738coll5/id/6968
Trends in US agricultural policy since 2000 and implications for the next twenty years,,"Glauber, Joseph W.; Smith, Vincent H.",,"http://orcid.org/0000-0003-0284-439X Glauber, Joseph",2021,EuroChoices,20(2),John Wiley & Sons,English,Journal article,,EuroChoices 20(2): 58-63,1478-0917,https://doi.org/10.1111/1746-692X.12329,10.1111/1746-692X.12329,"Glauber, Joseph W.; and Smith, Vincent H. 2021. Trends in US agricultural policy since 2000 and implications for the next twenty years. EuroChoices 20(2): 58-63. https://doi.org/10.1111/1746-692X.12329",PR,trends; trade; policies; trade policies; agricultural policies; economic policies; subsidies; climate change mitigation; spending,,UNITED STATES; USA; NORTH AMERICA; AMERICAS,,"IFPRI3; CRP2; 3 Building Inclusive and Efficient Markets, Trade Systems, and Food Industry",MTID; PIM,Restricted,,,Report https://ebrary.ifpri.org/digital/collection/p15738coll5/id/7626,,French title: Tendances de la politique agricole américaine depuis 2000 et implications pour les vingt prochaines années  German title: Trends in der US-Agrarpolitik seit dem Jahr 2000 und ihre Auswirkungen auf die nächsten zwanzig Jahre,,,C,,"CGIAR Research Program on Policies, Institutions, and Markets (PIM)",http://cdm15738.contentdm.oclc.org/cdm/ref/collection/p15738coll5/id/7905
"Understanding the consequences of changes in the production frontiers for roots, tubers and bananas",,"Petsakos, Athanasios; Prager, Steven D.; Gonzalez, Carlos Eduardo; Gama, Arthur Chibwana; Sulser, Timothy B.",,"http://orcid.org/0000-0001-7128-5283 Sulser, Timothy B.",2019,Global Food Security,20(March 2019),Elsevier,English,Journal article,"The widely recognized role of roots, tubers and bananas (RT&Bs) in achieving food security and providing income opportunities in the world’s poorest regions will be challenged by socioeconomic and climate related drivers. These will affect demand and production patterns and increase pressure on farming systems. Foresight results presented in this paper show that the importance of RT&B crops for food security will likely increase by 2050 despite these challenges. Furthermore, investments targeted at yield growth appear to be more effective than marketing improvements in alleviating production constraints and in strengthening the role of RT&B crops in future food systems.",Global Food Security 20(March 2019): 180-188,2211-9124,https://doi.org/10.1016/j.gfs.2018.12.005,10.1016/j.gfs.2018.12.005,"Petsakos, Athanasios; Prager, Steven D.; Gonzalez, Carlos Eduardo; Gama, Arthur Chibwana; Sulser, Timothy B.; et al. 2019. Understanding the consequences of changes in the production frontiers for roots, tubers and bananas. Global Food Security 20(March 2019): 180-188. https://doi.org/10.1016/j.gfs.2018.12.005",PR,bananas; tubers; roots; climate change; agricultural production; food security; investment; cassava; marketing; developing countries,,,,IFPRI3; CRP2; CRP3.4; CRP7; ISI; 1 Fostering Climate-Resilient and Sustainable Food Supply,EPTD; PIM,Open Access,https://creativecommons.org/licenses/by/4.0/,https://creativecommons.org/licenses/by/4.0/,Journal article http://ebrary.ifpri.org/digital/collection/p15738coll5/id/7458 https://ebrary.ifpri.org/digital/collection/p15738coll5/id/7603,,,https://www.ifpri.org/publication/understanding-consequences-changes-production-frontiers-roots-tubers-and-bananas,,B,,"CGIAR Research Program on Policies, Institutions, and Markets (PIM); CGIAR Research Program on Roots, Tuber, and Bananas (RTB); CGIAR Research Program on Climate Change, Agriculture and Food Security (CCAFS)",http://cdm15738.contentdm.oclc.org/cdm/ref/collection/p15738coll5/id/6921
Unfolding government policies towards the development of climate smart agriculture in India,,"Kishore, Avinash; Pal, Barun Deb; Joshi, Kuhu; Aggarwal, Pramod K.",,"http://orcid.org/0000-0003-4625-4922 Kishore, Avinash; https://orcid.org/0000-0001-6808-6574 Deb Pal, Barun; https://orcid.org/0000-0003-0513-7121 Joshi, Kuhu",2018,Agricultural Economics Research Review,31(Conference),,English,Journal article,,Agricultural Economics Research Review 31(Conference): 123-137,,https://doi.org/10.5958/0974-0279.2018.00028.9,10.5958/0974-0279.2018.00028.9,"Kishore, Avinash; Pal, Barun Deb; Joshi, Kuhu; and Aggarwal, Pramod K. 2018. Unfolding government policies towards the development of climate smart agriculture in India. Agricultural Economics Research Review 31(Conference): 123-137. https://doi.org/10.5958/0974-0279.2018.00028.9",PR,climate change; agricultural policies; climate-smart agriculture,,INDIA; SOUTH ASIA; ASIA,"Q18 Agricultural Policy, Food Policy; Q28 Renewable Resources and Conservation: Government Policy; Q15 Land Ownership and Tenure, Land Reform, Land Use, Irrigation, Agriculture and Environment; Q54 Climate; R53 Public Facility Location Analysis, Public Investment and Capital Stock",IFPRI3; CRP7,SAR,Restricted,,,,,,,,Not ranked,,"CGIAR Research Program on Climate Change, Agriculture and Food Security (CCAFS)",http://cdm15738.contentdm.oclc.org/cdm/ref/collection/p15738coll5/id/6477
Using a large climate ensemble to assess the frequency and intensity of future extreme climate events in southern Africa,,"Thomas, Timothy S.; Schlosser, C. Adam; Strzepek, Kenneth M.; Robertson, Richard D.; Arndt, Channing",,"http://orcid.org/0000-0002-7951-8157 Thomas, Tim; http://orcid.org/0000-0001-5741-3867 Robertson, Richard; http://orcid.org/0000-0003-2472-6300 Arndt, Channing",2022,Frontiers in Climate,4,Frontiers,English,Journal article,"This paper uses 7,200 smoothed climate change projections for each of the four emissions scenarios, together with inter-annual variation provided by detrended historical climate data to investigate changes in growing season (wettest 3 months) weather patterns from the 2020s to the 2060s for ten countries of Southern Africa. The analysis is done in 8,888 quarter-degree pixels by month. Temperature unequivocally rises in the region, but it rises relatively less along the coasts, particularly on the eastern side of the region. Precipitation has trended downward for much of the region since 1975, but relatively little change in precipitation is projected between the 2020s and the 2060s. Under the higher emissions “Paris Forever” scenario, we found that by the 2060s, the 1-in-20-year low-rainfall events will occur twice as frequently in most of the region, though it will occur less frequently in northwestern Angola. The 1-in-20-year high-rainfall events will occur 3 to 4 times as often in northeastern South Africa and twice as often in most of Angola.",Frontiers in Climate 4: 787721,,https://doi.org/10.3389/fclim.2022.787721,10.3389/fclim.2022.787721,"Thomas, Timothy S.; Schlosser, C. Adam; Strzepek, Kenneth M.; Robertson, Richard D.; and Arndt, Channing. 2022. Using a large climate ensemble to assess the frequency and intensity of future extreme climate events in southern Africa. Frontiers in Climate 4: 787721. https://doi.org/10.3389/fclim.2022.787721",PR,extreme weather events; climate; climate change; risk; weather data,climate uncertainty,SOUTHERN AFRICA; AFRICA,,IFPRI3; CRP2; CRP5; 5 Strengthening Institutions and Governance; 1 Fostering Climate-Resilient and Sustainable Food Supply; 4 Transforming Agricultural and Rural Economies; SA-TIED,EPTD; PIM,Open Access,https://creativecommons.org/licenses/by/4.0/,https://creativecommons.org/licenses/by/4.0/,Journal article https://ebrary.ifpri.org/digital/collection/p15738coll5/id/8271,,,,,Not ranked,Foresight,"CGIAR Research Program on Policies, Institutions, and Markets (PIM); CGIAR Research Program on Water, Land and Ecosystems (WLE)",http://cdm15738.contentdm.oclc.org/cdm/ref/collection/p15738coll5/id/8270
